**** BEGIN LOGGING AT Tue Apr 10 16:53:15 2018

[zhassan has address ~zhassan@unused-10-15-17-87.yyz.redhat.com]
Apr 10 16:53:15 <zhassan>	Hello
Apr 10 16:53:19 <lufimtse>	hal
Apr 10 16:53:21 <lufimtse>	hai
Apr 10 16:53:29 <zhassan>	codename: pirate
Apr 10 16:53:36 <zhassan>	good
Apr 10 16:55:30 <lufimtse>	FAILED - RETRYING: Ensure openshift-ansible installer package deps are installed (3 retries left).
Apr 10 16:55:30 <lufimtse>	FAILED - RETRYING: Ensure openshift-ansible installer package deps are installed (2 retries left).
Apr 10 16:55:30 <lufimtse>	FAILED - RETRYING: Ensure openshift-ansible installer package deps are installed (1 retries left).
Apr 10 16:55:30 <lufimtse>	failed: [192.168.56.101] (item=PyYAML) => {"attempts": 3, "changed": false, "item": "PyYAML", "msg": "No package matching 'PyYAML' found available, installed or updated", "rc": 126, "results": ["No package matching 'PyYAML' found available, installed or updated"]}
Apr 10 16:55:34 <lufimtse>	wdyt?
Apr 10 16:55:43 <lufimtse>	ssh root seems to work
Apr 10 17:03:16 <zhassan>	Do you have a centos vm??
Apr 10 17:03:21 <zhassan>	??
Apr 10 17:03:43 <zhassan>	Actually its better you learn how to do this with RHEL
Apr 10 17:06:34 <lufimtse>	I have a centos. Yea, I agree, would be good to study on rhel. For the interview on thursday, I was thinking of focusing on just learning the concepts from the book
Apr 10 17:06:47 <lufimtse>	to be able to talk about it.
Apr 10 17:07:09 <zhassan>	The book is gonna be easy
Apr 10 17:07:16 <zhassan>	Just make sure you understand what ansible is
Apr 10 17:07:25 <zhassan>	And if he asks you have you ever used ansible befroe
Apr 10 17:07:39 <zhassan>	You can say yes you tried out the ansible-openshift playbooks
**** BEGIN LOGGING AT Wed Apr 18 13:47:36 2018

[zhassan has address ~zhassan@unused-10-15-17-87.yyz.redhat.com]
Apr 18 13:47:36 <zhassan>	Is this Mr. Leo
Apr 18 13:47:50 <lufimtse>	No, this is Vladimir Putin. How can I help?
Apr 18 13:48:06 <zhassan>	I want to rule the world
Apr 18 13:48:08 <zhassan>	:)
Apr 18 13:48:19 <zhassan>	lol
Apr 18 13:48:32 <zhassan>	So are we still doing the school visit
Apr 18 13:48:50 <zhassan>	Linsey is saying May 21-25 sometime that week would work
Apr 18 13:49:04 <lufimtse>	do you have enough oil reserves in your country?   ->are't we already scheduled for next weekish?
Apr 18 13:51:24 <zhassan>	Yes
Apr 18 13:51:34 <zhassan>	I want more oil
Apr 18 13:51:42 <zhassan>	;)
Apr 18 13:56:20 <lufimtse>	zhassan is the proposal to move the meeting?
Apr 18 14:03:28 <zhassan>	Yes we will move the meeting for assad
Apr 18 14:03:44 <zhassan>	to may 21-25
**** BEGIN LOGGING AT Fri Apr 20 16:18:11 2018

[zhassan has address ~zhassan@unused-10-15-17-87.yyz.redhat.com]
Apr 20 16:18:11 <zhassan>	Hey Leo
Apr 20 16:18:19 <lufimtse_>	hai
Apr 20 16:18:21 <lufimtse_>	sap
Apr 20 16:18:33 <zhassan>	This is the movie I was talking about
Apr 20 16:18:33 <zhassan>	https://www.youtube.com/watch?v=XGmae-CNj5w
Apr 20 16:18:42 <zhassan>	You ever seen this one?
Apr 20 16:19:24 <lufimtse_>	nain
Apr 20 16:19:25 <lufimtse_>	nein
Apr 20 16:19:27 <lufimtse_>	no
Apr 20 16:19:34 <zhassan>	its on netflix
Apr 20 16:19:41 <lufimtse_>	I'll check out
Apr 20 16:19:44 <zhassan>	Good to checkout when your at home for the weekend
Apr 20 16:19:48 <lufimtse_>	after coding test :-)
Apr 20 16:19:55 <zhassan>	oh yea
Apr 20 16:20:07 <zhassan>	Also found this video about Cory
Apr 20 16:20:08 <zhassan>	https://www.youtube.com/watch?v=7lDYI-b-Xfg
Apr 20 16:20:51 <zhassan>	He has been in IT for a long time. We are lucky to have him
Apr 20 16:20:55 <lufimtse_>	oh
Apr 20 16:20:59 <lufimtse_>	:-O
Apr 20 16:21:02 <lufimtse_>	I shall watch.
