**** BEGIN LOGGING AT Fri Dec 15 11:29:57 2017

Dec 15 11:29:57 <lufimtse>	ping
[ericwill has address ~ericwill@ovpn-121-230.rdu2.redhat.com]
Dec 15 12:02:16 <ericwill>	yo
Dec 15 12:05:12 <lufimtse>	guten Tag.
Dec 15 12:05:14 <lufimtse>	email
Dec 15 12:05:15 <lufimtse>	>>
Dec 15 12:05:16 <lufimtse>	<<
Dec 15 12:05:18 <lufimtse>	---
Dec 15 12:05:33 <lufimtse>	o-<-<
Dec 15 12:05:37 <lufimtse>	o->-<
Dec 15 12:07:07 <ericwill>	I signed the document :)
Dec 15 12:07:09 <ericwill>	also
Dec 15 12:07:13 <lufimtse>	kewl
Dec 15 12:07:29 <ericwill>	are okay with having a monthly SWT call with Alex? aka what you did with him yesterday but once a month
Dec 15 12:07:38 <lufimtse>	I be down
Dec 15 12:07:43 <ericwill>	okay
Dec 15 12:07:50 <lufimtse>	u r call master.
Dec 15 12:08:01 <lufimtse>	as you submitted the bug report.
Dec 15 12:08:11 <ericwill>	lmao
Dec 15 12:08:13 <ericwill>	noted :P
