**** BEGIN LOGGING AT Fri Sep  1 11:33:12 2017

[lufimtse has address ~lufimtse@unused-10-15-17-150.yyz.redhat.com]
Sep 01 11:33:29 <lufimtse_>	test
Sep 01 11:34:05 <lufimtse_>	test #2
Sep 01 11:36:47 <lufimtse_>	test #3
Sep 01 11:38:35 <lufimtse_>	meh
Sep 01 11:39:17 <lufimtse_>	reply test
Sep 01 11:40:23 <lufimtse_>	test $5
Sep 01 11:40:28 <lufimtse_>	test $5
Sep 01 11:40:44 <lufimtse_>	srtrs
Sep 01 11:40:53 <lufimtse_>	rstr
Sep 01 11:41:34 <lufimtse_>	test 123
Sep 01 11:41:46 <lufimtse>	reply
Sep 01 11:42:04 <lufimtse_>	Ping.
Sep 01 11:42:10 <lufimtse>	pong
Sep 01 11:42:23 <lufimtse_>	ping #2
Sep 01 11:42:44 <lufimtse_>	ping #3
Sep 01 11:43:07 <lufimtse_>	ping 4
Sep 01 11:43:12 <lufimtse>	meh. Idk.
Sep 01 11:43:28 Python interface unloaded
**** ENDING LOGGING AT Fri Sep  1 11:43:28 2017

